,replyContent,score,content,thumbsUpCount
1391,,5,Simple and easy to use : Simple and easy to use. I think the new feature to see my full account with just a 1 pin login is very cool,0
1392,,3,What happened? : The 'slide and hold' is gone?? Now i need to login in order to look at my bank acc bal. The touch id is gone too! I've seen your ads everywhere - isn't the whole unique selling point of your app the 'slide and hold' and touch id? What happened to them? Pls fix this,0
1393,,2,"Looks better but usability falls short of old app : The old app doesn't look as good but it's much more user friendly. Buttons are big, short cuts are faster. The informational flow is also more logical. Now we have menus and all which gives u a lot more functions bt the steps to get to each function is a lot more!",0
1394,,1,I DONT KNOW WHETHER ANYONE ELSE HAVE THIS SAME PROBLEM : My peek balance is not even on the application itself the fact that after the update it totally disappeared. Well for me its so good at first then it disappeared right after update. What just happened it’s been months i tried to find the setting and all but theres nothing. Please fix this! Hope you read this and somewhat response to it. Thanks~,0
1395,,5,Nice design : Really brings life to the app. Maybe those people that give those review are too rich and wants boring old ui. 10/10 devs good job for this update,0
1396,,1,Motion sickness after use : The new update is not user friendly. Used to see everything in one screen but now need more steps to find different account or credit card balances etc; so cumbersome. Font size too big and interface does not fit phone screen properly (how to change font size?). Options are not well laid out.,0
1397,,2,Please revert back to the old interface : The version before the update was much more user friendly. This new update does not fit my screen and the log in page itself when typing in my name and passcode looks like an iPhone 4 keyboard. App internally was hard to navigate as well.,0
1398,,1,"Unable to access Digital Token : Was told to register for Digital Token so that it’ll be more convenient. 

But now, the Digital Token cannot even be accessed at all. Spoke to Customer Service and was told that this is a common issue and I have to close and reopen the app several times for it to work. Been there and done that, but to no avail.

Seriously, solve this issue so that I can do transactions...",0
1399,,3,"App freezes : Ever since the latest update, when I want to make a transfer to my saved contacts the app freezes and force close itself. Please fix this issue because it’s frustrating. Using an iPhone 6S plus.",0
1400,,4,Massive improvement : Liked the new interface and functionality. Easy access to checking of balance.,0
1401,,2,Digital Token is very unreliable : It takes a very long time for the Digital Token to respond until the Internet Banking website already expires. Authenticating just got stuck. Very unreliable. It should give the user to select SMS or hard token option when digital token is not working accordingly. It’s so frustrating.,0
1402,,5,"In one word Fast,neat and clean : New update is awesome !!! . Neat and clean design provide a refreshing feel. Performance , touch sensitivity and animation are good . This design update i am expecting since last year. Good job dbs.",0
1403,,5,Apple watch app doesnt work anymore : It used to work fine but now it doesn't load my balance. Phone app is perfect.,0
1404,,4,"Touch ID/Face ID and Peek Balance : When I set the Touch ID/Face ID and Peek Balance, after a while this setting will be back to default where I need to enter user name and password.

This app is not stable and sometimes the perk balance will hang too.",0
1405,,1,"Worst update app : Updated app make me irritating, setting I changed Face ID and peek balance after 1 hour all disappear, and re do again and disappear again, updated should be useful here make me irritating and worst update ever... please solve this problem otherwise I will cancel posb account and other bank account....

My Apple Watch also doesn’t work",0
1406,,1,"FingerPrint ID not working : It has been months since the fingerprint ID function has been down. It’s saddening to learn that the very feature that is supposed to be a norm is still not fixed after the app first launch. Can you guys look into this quickly? It has been down for months, not weeks, nor days. Months!",0
1407,,1,"New Update got issue. Do not update!!! : Simply trying to compete with other banks on complicating the app and forgot all about being “easy to use”.

Not easy to use and any new updates will have issues.

Ever since the latest update, I can no longer use my digital token and was asked to wait until 7am before I can perform any transactions.",0
1408,,5,Where is the Paynow option? : I don’t seems to find the paynow option now after the update,0
1409,,1,"Can’t set up digital token and app keeps saying the 6 digit pin from my physical token is invalid : This app isn’t worth 1 star. I can’t do anything with my accounts now, not even checking transaction history, since both digital and physical tokens didn’t work. SMS option to receive 1 time pin is also grayed out in new app. Why? I’m so frustrated now.",0
1410,,1,Problematic : Was left with no option but to download this app. I doubt this app is ready to be used. Probably too many bugs still. Having issues loading the app. Waited for a long while but still unable to login & check my account. So how to check my balance or make any transactions? Please look into this!! Goodness!!,0
1411,,5,"Sleek new design : I just love the new sleek design. It’s also very fast, and the reorganised and improved sections is much better than the previous one. Great job!",0
1412,,5,"Love the new update! : The updated look of digibank is def a lot more sleek and user friendly, a huge improvement from its predecessor. Great job!",0
1413,,2,"Loss of Important Payee’s Names : Hi, I would like to highlight the new update has caused important payee’s names to be lost.

I hope relevant parties can see through this as it is extremely frustrating to be adding all the important payee’s details again (esp bank account), when it doesnt involve 1 but multiple payees. Thank you!",0
1414,,1,Totally incompatible with iOS 11 beta : Don't upgrade to iOS 11 beta if you want to use the posb digibank. Totally incompitable. And no one from Apple or posbank will do anything about it just saying that iOS 11  is a beta release so the app not working is unavoidable. To get it to work you will have to restore back to iOS 10. So don't understand what is this beta release for?,0
1415,,1,"App not working? : I'm no longer able to login with touch ID, everytime I click login it doesn't prompt the touch ID login anymore and I have to login with my user ID and pin. 

Also, the ""Swipe to see balance"" has disappeared. Quite annoying when i need to check my balance. Anyone has this problem? Pls fix it POSB I don't need atas bank outlet.",0
1416,,5,App not working : Unable to login . Loading loading loading,0
1417,,1,"digital token not working : Before the update, the digital token is working fine. After update, prompt to enable digital token. Thinking that it need to set up again but cannot find where to setup. The worse is that, online website always prompt digital token authentication before proceed to anything. Please do something about this error.",0
