score,content,date,score_sentiment
2,Worse than the previous app... : SERIOUSLY. it doesn't even let me log in cause it's experiencing heavy traffic. Oh really. Did the developers seriously expect only 10 people to use POSB ibanking when it's the most popular bank in SG? Really?,2016-06-24 04:33:44,-1
3,Logout button : Recent update is nice and fast.. but the log out button should be placed in the Home tab which is the default tab.,2019-09-02 04:17:07,-1
5,Easy to use : Easily one of the best apps. Easy to use and very fast too. 5 stars!,2019-09-29 13:49:06,1
1,Lousy app : This upgrade caused me a denial of service! I am unable to use my digital token on the phone and the “enable” button does not respond no matter how many times i press it. I am officially lock out of my own internet banking account. Bloody silly design and “new functionality”.,2019-08-15 16:36:29,-1
1,Can’t log in : When I opened paynow it goes to the login page. After logging in it goes to the one time IB registration. It stated that I have registered but I can’t go anywhere after that. There’s only 2 options to logout or to register. But I already registered. Can’t log in.,2019-02-20 23:26:13,-1
2,New app slow app lousy optimization : Nice looks but doesn’t work as well as old app. Slow hangs and not optimized. Pls fire your app team. Rehire the old team. Fingerprint also can’t work hangs and time out. This is for iOS,2019-10-25 06:23:18,-1
5,Easy to you : Have cul features Easy transfer Peek balance,2016-12-04 15:02:13,1
1,New app is slower than the older one : Previous version process speed was decent. The new update make all transaction process slower and i really hate it when the small posb logo keep blinking a while it never happen to older version.,2019-09-04 06:44:06,-1
1,Can't authenticate via digital token : I'm not able to log in via web browser on my Macbook. Authentication is not possible. And I can't generate OTP either. These functions worked fine before the app update. Why fix something that is not broken?,2019-08-15 15:32:11,-1
1,Why password always require for each transaction ? : After updated to the latest version password always require for each transactions. It make not user friendly,2018-12-11 13:17:26,-1
2,Life is becoming bad to worst : My bank account is like normally two digits but after the recent update it has gone down to one digit. Please don't let us suffer bring back the Touch ID and slide feature.,2017-07-28 14:24:17,-1
1,Digital token : Every single time the app prompt me to reinstall becos the ‘digital token’ was set up unsuccessfully eventhough after i set up new token it was stated successful. Countless times ive been deleting and reinstalling the app. And the new features? Why does it seem like this app is not working on my phone.,2019-07-26 02:40:06,-1
1,bad app : keep auto close my face ID log in  Face ID is make people more easy and fast to log in  but this app is keep auto close it  if  don’t support we log in with Face ID  why must to put in this function  and log in also loading very slow,2019-05-25 13:35:41,-1
1,Can’t login after registering for Digital Token : Pls fix this digital token issue. I am NOT able to login and pay my bill as whenever i clicked on my card details or bank account it will prompt a message that said digibank session has timed out. Please re-login.,2018-11-15 16:01:09,-1
3,Not friendly with iphone X : Cant see my account balance now because the app doesnt have face recognition unlike ocbc app. Keep having to login,2018-08-08 15:50:36,-1
4,Cleaner and better : The new POSB app looks clean and smooth. Hopefully the next update will enable immediate Touch ID request everytime one exits to the homescreen. So far so good. 👍🏽👍🏽,2016-03-16 05:48:55,1
3,Paynow : What happen to paynow? Usually when I login it brings me to the page to key in phone number / name. Now when I login via paynow it brings me to the ibanking login page.,2019-04-21 02:30:46,-1
3,Functional. But why did the app theme go from Blue to Red?? : One day it turned red (DBS). I want my blue (POSB) theme back 😒 (I can't find any relevant settings or a feedback option or email within the app),2018-11-22 00:52:11,-1
2,Fingerprint & slide function missing : Fingerprint and slide function missing after the update..went to dbs app reviews and realised have to change the setting ourself..go to setting > personalise change...,2018-04-25 19:13:59,-1
